0,4319,
1,4319,
2,4319,
3,4319,
4,4319,
5,4271,
6,4271,
7,4271,
8,4132,
9,4132,
10,4132,
11,4132,
12,4132,
13,187,
14,139,
15,139,
16,123,
17,123,
18,75,
19,75,
20,64,
21,64,
22,64,
23,48,
24,48,
25,48,
26,48,
27,48,
28,48,
29,32,
30,32,
31,32,
32,32,
33,32,
34,32,
35,32,
36,32,
37,32,
38,32,
39,16,
40,16,
41,16,
42,16,
43,16,
44,16,
45,16,
